name,ID,bio
Aemma Arryn,Aemma_Arryn,"Aemma Arryn was the queen consort and first wife of King Viserys_I_Targaryen, and a granddaughter of King Jaehaerys_I_Targaryen and his sister-wife, Queen Alysanne_Targaryen. In the television adaptation House of the Dragon, Aemma is portrayed by Sian Brooke. Aemma was the fifth child of Lord Rodrik_Arryn, and the only one by his second wife, Princess Daella_Targaryen_(daughter_of_Jaehaerys_I), who was the daughter of King Jaehaerys_I_Targaryen and his sister-wife Alysanne_Targaryen. Aemma had four elder half-siblings from her father's first marriage, two unnamed half-brothers and her half-sisters Elys_Arryn and Amanda_Arryn. In 82 AC, Daella went into labor a fortnight too early, and had a long and troubled labor. Although Aemma was born healthy, Daella became ill and died from childbed fever within a day of her birth. In 93 AC, at the age of eleven, Aemma married Prince Viserys_I_Targaryen, her cousin. The marriage was not consummated until Aemma flowered, two years later. In the early years of her marriage, Aemma became pregnant several times, but suffered multiple miscarriages and gave birth to a son who died in the cradle. Some maesters believed that these difficulties were because Aemma had been married and bedded too young. However, in 97 AC, Aemma gave birth to a healthy daughter, Princess Rhaenyra_Targaryen. Aemma and Viserys both adored their only living child. Viserys's father and King Jaehaerys's heir, Prince Baelon Targaryen, unexpectedly passed from an illness in 101 AC, leading to a succession crisis. During the Great Council of 101 AC, Viserys was chosen as King Jaehaerys's new heir, over a female cousin and her children. Upon her grandfather Jaehaerys's death in 103 AC, Aemma became Viserys's queen consort. Questions arose regarding the inheritance of the throne, with many opposing Viserys's younger brother and potential heir, the roguish Prince Daemon_Targaryen. However, when asked about the subject, Viserys only answered that he expected Aemma would soon give him a son. In early 105 AC, Aemma became pregnant once more, which Viserys joyously announced to the court and small council. Late in the year, she gave birth to a son, Prince Baelon_Targaryen_(son_of_Viserys_I). Unfortunately Aemma died during the birth, and her son died a day later, leaving Viserys bereft."
Aemon Blackfyre,Aemon_Blackfyre,"Aemon Blackfyre was the second son of Daemon_I_Blackfyre. He was Aegon_Blackfyre's younger twin brother. Aemon was the secondborn of the children of Daemon_I_Blackfyre and Rohanne_of_Tyrosh of Tyrosh. He had an older twin brother, Aegon_Blackfyre, and five younger brothers: Daemon_II_Blackfyre, Haegon, Aenys_Blackfyre, and two whose names are currently unknown. He also had at least two sisters. The twins often bullied their younger brother Daemon, and Daemon's friend, Alyn_Cockshaw. Daemon once had a prophetic dream about the deaths of Aemon and Aegon, but the disbelieving twins only laughed at their brother. During the First Blackfyre Rebellion, when Aemon was twelve years old, he served as a squire to his father. At the Battle of the Redgrass Field, Aemon's twin, Aegon, was killed by the arrows of Brynden_Rivers and his Raven's Teeth. Unwilling to leave him, Daemon remained by his fallen son's side, and was also struck down by arrows, supposedly driven by Bloodraven's magic. Aemon took up the sword Blackfyre from his dying father, but was then slain by the archers as well."
Aemon Costayne,Aemon_Costayne,Aemon Costayne is a member of House Costayne and is a traveling singer.
Aemon Estermont,Aemon_Estermont,Aemon Estermont is a knight of House Estermont. He is the son of Eldon_Estermont and the father of Alyn_Estermont.
Aemon Rivers,Aemon_Rivers,"Aemon Rivers is a knight and the only son of Ser Walder_Rivers, the oldest of Lord Walder_Frey's bastard sons."
Aemon Steelsong,Aemon_Steelsong,Aemon Steelsong is the name to be given to the free folk son of Mance_Rayder and his wife Dalla when he is two years of age.
Aemon Targaryen,Aemon_Targaryen_(son_of_Jaehaerys_I),"Prince Aemon Targaryen was a member of House Targaryen. He was the third born child of King Jaehaerys_I_Targaryen and Queen Alysanne_Targaryen. Aemon was married to Lady Jocelyn_Baratheon. Together, they had a daughter, Princess Rhaenys_Targaryen_(daughter_of_Aemon). Aemon was a dragonrider whose mount was Caraxes. Aemon was born in 55 AC on Dragonstone to King Jaehaerys_I_Targaryen and Queen Alysanne_Targaryen. The night following his birth, at the suggestion of Queen Alysanne, King Jaehaerys I placed a dragon's egg in Aemon's cradle, a practise that was started by Princess Rhaena_Targaryen_(daughter_of_Aenys_I) who put a dragon egg in Jaehaerys and Alysanne's own cradles. From the moment of his birth, King Jaehaerys I openly called Aemon his heir. Queen Alysanne, on the other hand, would reply that Princess Daenerys_Targaryen_(daughter_of_Jaehaerys_I) was older than Aemon, and should therefore be queen, to which Jaehaerys would respond that, once Aemon and Daenerys married, they would rule together as king and queen. The answer never entirely pleased Queen Alysanne. The smallfolk of King's Landing lined the streets outside the Red Keep when Jaehaerys and Alysanne returned to the city a month after Aemon's birth, hoping to catch a glimpse of the baby. Jaehaerys eventually climbed the ramparts of the main gates of the castle, raising Aemon over his head so all could see him. It was said that in response, a roar went up that was so loud that it could be heard across the narrow sea. Aemon's brother Prince Baelon was born in 57 AC. The two children became as close as could be. As soon as Baelon could walk, he began to follow Aemon around everywhere he went. In 58 AC, Aemon attended a tourney at King's Landing on the anniversary of Jaehaerys's coronation. There, he shared the royal box with his parents, his sister Daenerys, and his brother Baelon."
Aemon Targaryen,Aemon_Targaryen_(son_of_Viserys_II),"Prince Aemon Targaryen, also known as the Dragonknight, was the second son of King Viserys_II_Targaryen and his wife, Lady Larra_Rogare. Aemon joined the Kingsguard during the reign of his uncle, King Aegon_III_Targaryen, at the age of seventeen, and eventually rose to become Lord Commander. After Aegon III, Aemon served four other kings. He died saving the life of his brother, King Aegon_IV_Targaryen. Prince Aemon has been referred to as the noblest knight who ever lived, and his skill with a sword is legendary throughout the Seven Kingdoms. Even over a hundred years after his death, he is a popular figure among the highborn and smallfolk in songs, stories, and fables. Aemon was born to Prince Viserys_II_Targaryen and Lady Larra_Rogare on the eve of Smith's Day in 136 AC. A dragon's egg was placed in his cradle. All rejoiced at his birth, except his older brother Aegon_IV_Targaryen, who was found by their mother hitting the newborn Aemon with Aemon's egg. Aemon was inseparable from his sister Naerys_Targaryen when they were young. Stories speak of Aemon's doomed love for his sister. Aemon and Naerys supposedly loved each other. According to the singers, both Aemon and Naerys cried the day Naerys married Aegon in 153 AC, although historians report that Naerys had only cried during the bedding, while Aemon had quarreled with Aegon at the wedding feast. Aemon grew to be so accomplished in the lists and with the sword that he was deemed worthy of carrying the Valyrian steel sword Dark Sister. Shortly after Naerys and Aegon's wedding, Aemon joined the Kingsguard, taking his vows at the age of seventeen during the reign of his uncle, King Aegon_III_Targaryen. During his life, Aemon would serve under five kings: his uncle Aegon III, his cousins Daeron_I_Targaryen and Baelor_I_Targaryen, his father Viserys_II_Targaryen, and lastly his brother Aegon_IV_Targaryen. Aemon once fought Lord Cregan_Stark of Winterfell and claimed he never faced a finer swordsman."
Aemon Targaryen,Aemon_Targaryen_(son_of_Maekar_I),"Maester Aemon, born Aemon Targaryen, is the third son of King Maekar_I_Targaryen and his wife Dyanna_Dayne. He has served as a maester to the Night's Watch at Castle Black for so long that the rest of the Seven Kingdoms has forgotten about his Targaryen blood. In the television adaptation Game of Thrones, Aemon is portrayed by Peter Vaughan."
Aemond Targaryen,Aemond_Targaryen,"Prince Aemond Targaryen, also known as Aemond One-Eye and later as Aemond the Kinslayer, was a member of House Targaryen. He was the second son of King Viserys_I_Targaryen by his second wife, Queen Alicent_Hightower, and the younger brother of King Aegon_II_Targaryen. Like his siblings, Aemond was a dragonrider, and rode the dragon Vhagar. In the television adaptation House of the Dragon, Aemond is portrayed by Ewan Mitchell and Leo Ashton (young). Aemond was born in 110 AC to King Viserys_I_Targaryen and his second wife, Queen Alicent_Hightower. He had two older sisters, Rhaenyra_Targaryen, Viserys's daughter by his first wife, and Helaena_Targaryen, and an older brother, Aegon_II_Targaryen. Aemond would later also have a younger brother, Daeron_Targaryen_(son_of_Viserys_I). The births of Aemond and his older brother Aegon were the cause of some strife at the court of Viserys I. The king had named Rhaenyra, his only surviving child by his first marriage, his official heir in 105 AC, but refused to change the order of succession after the birth of two healthy sons. This eventually led to the rise of the ""queen's party"" at the royal court, as opposed to the ""party of the princess"". Additionally, Prince Daemon_Targaryen, the younger brother of King Viserys and Aemond's uncle, was said to be notably cool towards Aemond and Aegon, as their births had pushed him back even further in the line of succession as well. The enmity between Aemond's mother, Alicent, and older half-sister, Rhaenyra, was passed on to their children. Aemond and his siblings became bitter rivals to Rhaenyra's three sons, Princes Jacaerys_Velaryon, Lucerys_Velaryon and Joffrey_Velaryon, resenting them for stealing their birthright, the Iron Throne. The time the six boys were forced to spend together (e.g. attending feasts, sometimes training together at arms or studying under the same maester) only caused to increase this dislike. In 120 AC, when Aemond was ten years old, his brother-in-law, Ser Laenor_Velaryon, died. Aemond accompanied his parents and siblings to Driftmark to attend Laenor's funeral. King Viserys had suggested traveling to Dragonstone after the funeral, and informed Aemond, who out of all his siblings was the only one yet without a dragon of his own, that he could claim a dragon egg or hatchling on Dragonstone for his own, if he was ""bold enough"". Annoyed by his father's comment, Aemond resolved to claim Vhagar, the eldest of the dragons, who had recently become riderless with the death of Laena_Velaryon. Vhagar was present on Driftmark, and Aemond, who knew that his parents would not allow him near the dragon, went to make his attempt in secret. Aemond was caught by his three-year-old nephew, Prince Joffrey. In an attempt to keep him quiet, Aemond slapped and threatened the younger boy, before shoving him into a pile of dragon droppings. When Joffrey began to yell, Aemond climbed on top of Vhagar's back. The dragon broke free of her chains, and Aemond flew two circles before landing. Joffrey, however, had alarmed his two older siblings, Jacaerys and Lucerys Velaryon. The four boys fought with wooden training swords, until Aemond called his nephews ""Strongs"". Jacaerys, old enough to understand the insult, attacked Aemond again. When Aemond gained the upper hand and began to beat Jacaerys savagely, Lucerys drew his dagger and slashed at Aemond's face, taking out his right eye. After the incident, Queen Alicent called for Lucerys to lose an eye as penance, which King Viserys refused, while Princess Rhaenyra demanded that Aemond was questioned, ""sharply"", until he revealed where he heard her sons  being described as ""Strongs""—as naming them such was suggesting they were bastards, and therefore that Rhaenyra was guilty of high treason by sleeping with Ser Harwin_Strong. Forced by his father, Aemond eventually admitted hearing the name from his brother, Prince Aegon. While he was an unforgiving person, Aemond would later say that he considered losing an eye to be a fair trade in exchange for obtaining Vhagar. Despite the loss of his eye, Aemond developed into a dangerous swordsman under the guidance of Ser Criston_Cole, Lord Commander of the Kingsguard. On the first day of 127 AC, King Viserys held a feast to celebrate the return of his health. After the king had left the feast, Aemond toasted his three Velaryon nephews, speaking of their appearance, mocking them as ""three strong boys""."
